gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-LOC120058499	LOC120058499	protein ILRUN-like	1	1	3
gene-LOC120058500	LOC120058500	beta-galactoside alpha-2,6-sialyltransferase 2-like	1	1	2
gene-LOC120058502	LOC120058502	transcription factor Dp-1-like	1	1	6
gene-LOC120058503	LOC120058503	lysosome-associated membrane glycoprotein 1-like	1	1	1
gene-LOC120058504	LOC120058504	POU domain, class 2, transcription factor 1-like	1	1	4
gene-LOC120058505	LOC120058505	high affinity immunoglobulin epsilon receptor subunit gamma-like	1	1	3
gene-LOC120058507	LOC120058507	immunoglobulin-like domain-containing receptor 2	1	1	2
gene-LOC120058509	LOC120058509	NADP-dependent malic enzyme-like	1	1	6
gene-LOC120058510	LOC120058510	NXPE family member 3-like	1	1	0
gene-LOC120058511	LOC120058511	mitochondrial pyruvate carrier 2-like	1	1	3
gene-LOC120058512	LOC120058512	uncharacterized LOC120058512	1	1	0
gene-LOC120058513	LOC120058513	mediator of RNA polymerase II transcription subunit 14-like	1	1	4
gene-LOC120058514	LOC120058514	probable ubiquitin carboxyl-terminal hydrolase FAF-X	1	1	6
gene-LOC120058515	LOC120058515	60S ribosomal protein L8	1	1	5
gene-LOC120058516	LOC120058516	diphosphoinositol polyphosphate phosphohydrolase 1-like	1	1	10
gene-LOC120058517	LOC120058517	ATP-dependent RNA helicase DDX3X-like	1	1	7
gene-LOC120058519	LOC120058519	peripheral plasma membrane protein CASK-like	1	1	8
gene-LOC120058520	LOC120058520	amine oxidase [flavin-containing]	1	1	1
gene-LOC120058521	LOC120058521	norrin-like	1	1	2
gene-LOC120058522	LOC120058522	40S ribosomal protein S10-like	1	1	3
gene-LOC120058523	LOC120058523	FUN14 domain-containing protein 1-like	1	1	2
gene-LOC120058524	LOC120058524	lysine-specific demethylase 6A-like	1	1	8
gene-LOC120058525	LOC120058525	coiled-coil domain-containing protein 80-like	1	1	0
gene-LOC120058526	LOC120058526	collagen alpha-2(V) chain-like	1	1	3
gene-LOC120058527	LOC120058527	anion exchange protein 3-like	1	1	7
gene-LOC120058528	LOC120058528	uncharacterized LOC120058528	1	1	0
gene-LOC120058529	LOC120058529	insulin-like growth factor-binding protein 2-B	1	1	5
gene-LOC120058530	LOC120058530	insulin-like growth factor-binding protein 5	1	1	6
gene-LOC120058531	LOC120058531	E3 ubiquitin-protein ligase Midline-1-like	1	1	2
gene-LOC120058532	LOC120058532	ras-related protein Rab-9A	1	1	7
gene-LOC120058533	LOC120058533	trafficking protein particle complex subunit 2-like	1	1	4
gene-LOC120058534	LOC120058534	neuronal membrane glycoprotein M6-b-like	1	1	5
gene-LOC120058535	LOC120058535	tensin-1-like	1	1	2
gene-LOC120058537	LOC120058537	ubiquitin-conjugating enzyme E2 E3-like	1	1	3
gene-LOC120058538	LOC120058538	speckle-type POZ protein-like A	1	1	5
gene-LOC120058539	LOC120058539	galaxin-like	1	1	0
gene-LOC120058540	LOC120058540	neuron navigator 1-like	1	1	7
gene-LOC120058541	LOC120058541	transcriptional enhancer factor TEF-5-like	1	1	6
gene-LOC120058542	LOC120058542	60S acidic ribosomal protein P2-like	1	1	4
gene-LOC120058543	LOC120058543	ankyrin repeat domain-containing protein 50-like	1	1	1
gene-LOC120058544	LOC120058544	glycerol kinase-like	1	1	5
gene-LOC120058545	LOC120058545	hemopexin-like	1	1	5
gene-LOC120058547	LOC120058547	leucine-rich repeat neuronal protein 4-like	1	1	1
gene-LOC120058548	LOC120058548	E3 ubiquitin-protein ligase TRIM7-like	1	1	1
gene-LOC120058549	LOC120058549	uncharacterized LOC120058549	1	1	0
gene-LOC120058550	LOC120058550	nucleoporin NUP35-like	1	1	9
gene-LOC120058552	LOC120058552	granzyme H-like	1	1	2
gene-LOC120058554	LOC120058554	uncharacterized LOC120058554	1	1	0
gene-LOC120058555	LOC120058555	uncharacterized LOC120058555	1	1	0
gene-LOC120058556	LOC120058556	uncharacterized LOC120058556	1	1	0
gene-LOC120058557	LOC120058557	uncharacterized LOC120058557	1	1	0
gene-LOC120058558	LOC120058558	uncharacterized LOC120058558	1	1	1
gene-LOC120058560	LOC120058560	interleukin-10 receptor subunit beta-like	1	1	1
gene-LOC120058561	LOC120058561	interferon alpha/beta receptor 1a	1	1	2
gene-LOC120058562	LOC120058562	uncharacterized LOC120058562	1	1	0
gene-LOC120058563	LOC120058563	interferon alpha/beta receptor 1a-like	1	1	2
gene-LOC120058564	LOC120058564	interleukin-20 receptor subunit alpha-like	1	1	1
gene-LOC120058565	LOC120058565	E3 ubiquitin-protein ligase TRIM11-like	1	1	1
gene-LOC120058566	LOC120058566	ribosomal RNA processing protein 1 homolog B-like	1	1	4
gene-LOC120058567	LOC120058567	glucose-6-phosphate exchanger SLC37A1-like	1	1	4
gene-LOC120058569	LOC120058569	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like	1	1	3
gene-LOC120058570	LOC120058570	mitochondrial glutamate carrier 1-like	1	1	5
gene-LOC120058571	LOC120058571	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like	1	1	0
gene-LOC120058572	LOC120058572	skin secretory protein xP2-like	1	1	4
gene-LOC120058575	LOC120058575	uncharacterized LOC120058575	1	1	0
gene-LOC120058576	LOC120058576	dnaJ homolog subfamily B member 2-like	1	1	3
gene-LOC120058577	LOC120058577	sodium-coupled monocarboxylate transporter 1-like	1	1	4
gene-LOC120058578	LOC120058578	tubulin alpha chain-like	1	1	6
gene-LOC120058579	LOC120058579	uncharacterized LOC120058579	1	1	0
gene-LOC120058583	LOC120058583	U1 spliceosomal RNA	1	1	0
gene-LOC120058586	LOC120058586	U2 spliceosomal RNA	1	1	0
gene-LOC120058590	LOC120058590	monocarboxylate transporter 1-like	1	1	4
gene-LOC120058591	LOC120058591	U5 spliceosomal RNA	1	1	0
gene-LOC120058592	LOC120058592	U5 spliceosomal RNA	1	1	0
gene-LOC120058593	LOC120058593	U5 spliceosomal RNA	1	1	0
gene-LOC120058594	LOC120058594	U5 spliceosomal RNA	1	1	0
gene-LOC120058595	LOC120058595	U7 small nuclear RNA	1	1	0
gene-LOC120058596	LOC120058596	U7 small nuclear RNA	1	1	0
gene-LOC120058597	LOC120058597	U7 small nuclear RNA	1	1	0
gene-LOC120058598	LOC120058598	U7 small nuclear RNA	1	1	0
gene-LOC120058599	LOC120058599	U7 small nuclear RNA	1	1	0
gene-LOC120058601	LOC120058601	small nucleolar RNA SNORA23	1	1	0
gene-LOC120058602	LOC120058602	small nucleolar RNA SNORA5	1	1	0
gene-LOC120058603	LOC120058603	U4atac minor spliceosomal RNA	1	1	0
gene-LOC120058604	LOC120058604	small nucleolar RNA ACA64	1	1	0
gene-LOC120058605	LOC120058605	small nucleolar RNA ACA64	1	1	0
gene-LOC120058606	LOC120058606	ras-related protein Rap-1A-like	1	1	7
gene-LOC120058607	LOC120058607	U1 spliceosomal RNA	1	2	0
gene-LOC120058608	LOC120058608	U1 spliceosomal RNA	1	26	0
gene-LOC120058618	LOC120058618	UHRF1-binding protein 1-like	1	1	0
gene-LOC120058619	LOC120058619	SAM pointed domain-containing Ets transcription factor-like	1	1	5
gene-LOC120058620	LOC120058620	40S ribosomal protein S10-like	1	1	3
gene-LOC120058622	LOC120058622	metabotropic glutamate receptor 4-like	1	1	4
gene-LOC120058623	LOC120058623	immunoglobulin-like and fibronectin type III domain-containing protein 1	1	1	1
gene-LOC120058625	LOC120058625	leiomodin-3-like	1	1	6
gene-LOC120058626	LOC120058626	chemokine-like protein TAFA-1	1	2	4
gene-LOC120058627	LOC120058627	neurofascin-like	1	1	3
gene-LOC120058628	LOC120058628	calmodulin-binding transcription activator 1-like	1	1	5
gene-LOC120058629	LOC120058629	tumor necrosis factor receptor superfamily member 9-like	1	1	4
gene-LOC120058633	LOC120058633	probable G-protein coupled receptor 173	1	1	3
gene-LOC120058634	LOC120058634	PDZ domain-containing protein 4-like	1	1	1
gene-LOC120058638	LOC120058638	syntaphilin	1	1	3
gene-LOC120058640	LOC120058640	sterile alpha motif domain-containing protein 10-like	1	1	3
gene-LOC120058641	LOC120058641	uridine-cytidine kinase-like 1	1	1	3
gene-LOC120058642	LOC120058642	sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3-like	1	1	1
gene-LOC120058643	LOC120058643	solute carrier family 17 member 9-like	1	1	3
gene-LOC120058644	LOC120058644	mitochondrial import inner membrane translocase subunit Tim17-A-like	1	1	4
gene-LOC120058645	LOC120058645	tumor protein D54-like	1	1	1
gene-LOC120058646	LOC120058646	nucleolar protein 4-like	1	1	0
gene-LOC120058650	LOC120058650	melanocortin receptor 3-like	1	1	4
gene-LOC120058651	LOC120058651	LETM1 domain-containing protein 1-like	1	1	3
gene-LOC120058654	LOC120058654	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	1	1	1
gene-LOC120058656	LOC120058656	inactive dipeptidyl peptidase 10-like	1	1	3
gene-LOC120058659	LOC120058659	cysteine/serine-rich nuclear protein 2-like	1	1	4
gene-LOC120058660	LOC120058660	plexin-A2-like	1	1	9
gene-LOC120058663	LOC120058663	protein polyglycylase TTLL10-like	1	1	1
gene-LOC120058664	LOC120058664	rho guanine nucleotide exchange factor 19-like	1	1	4
gene-LOC120058665	LOC120058665	anoctamin-7-like	1	1	4
gene-LOC120058666	LOC120058666	importin-9	1	1	4
gene-LOC120058671	LOC120058671	DENN domain-containing protein 2C-like	1	1	0
gene-LOC120058672	LOC120058672	deleted in malignant brain tumors 1 protein-like	1	1	1
gene-LOC120058673	LOC120058673	biglycan-like	1	1	2
gene-LOC120058675	LOC120058675	neural cell adhesion molecule L1-like protein	1	1	1
gene-LOC120058677	LOC120058677	guanine nucleotide-binding protein G(s) subunit alpha	1	1	12
gene-LOC120058685	LOC120058685	ventricular natriuretic peptide-like	1	1	11
gene-LOC120058686	LOC120058686	multiple epidermal growth factor-like domains protein 6	1	1	1
gene-LOC120058687	LOC120058687	pleckstrin homology domain-containing family N member 1-like	1	1	9
gene-LOC120058688	LOC120058688	sterile alpha motif domain-containing protein 11-like	1	1	4
gene-LOC120058689	LOC120058689	forkhead box protein J3-like	1	1	4
gene-LOC120058690	LOC120058690	PR domain zinc finger protein 2-like	1	1	4
gene-LOC120058691	LOC120058691	phosphatase and actin regulator 3-like	1	1	2
gene-LOC120058692	LOC120058692	whey acidic protein-like	1	1	4
gene-LOC120058693	LOC120058693	whey acidic protein-like	1	1	4
gene-LOC120058695	LOC120058695	large neutral amino acids transporter small subunit 1-like	1	1	5
gene-LOC120058698	LOC120058698	putative nuclease HARBI1	4	2	0
gene-LOC120058698_1			1	1	0
gene-LOC120058701	LOC120058701	phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein-like	1	1	3
gene-LOC120058702	LOC120058702	RING finger protein 223-like	1	1	2
gene-LOC120058703	LOC120058703	chemokine-like protein TAFA-5	1	1	0
gene-LOC120058704	LOC120058704	spidroin-2-like	1	1	0
gene-LOC120058706	LOC120058706	taste receptor type 1 member 1-like	1	1	6
gene-LOC120058707	LOC120058707	probable G-protein coupled receptor 153	1	1	3
gene-LOC120058709	LOC120058709	coiled-coil domain-containing protein 63-like	1	2	3
gene-LOC120058710	LOC120058710	semaphorin-3F-like	1	1	9
gene-LOC120058711	LOC120058711	myelin transcription factor 1-like	1	1	5
gene-LOC120058712	LOC120058712	polyhomeotic-like protein 2	1	1	4
gene-LOC120058713	LOC120058713	immunoglobulin superfamily member 21-like	1	1	3
gene-LOC120058716	LOC120058716	protein RCC2 homolog	1	1	0
gene-LOC120058717	LOC120058717	transcription factor HES-5-like	1	1	7
gene-LOC120058718	LOC120058718	taste receptor type 1 member 1-like	1	1	3
gene-LOC120058721	LOC120058721	protein bassoon-like	1	1	8
gene-LOC120058722	LOC120058722	extensin-1-like	1	1	0
gene-LOC120058723	LOC120058723	semaphorin-3ab-like	1	1	10
gene-LOC120058725	LOC120058725	probable protein BRICK1	1	1	5
gene-LOC120058726	LOC120058726	cadherin EGF LAG seven-pass G-type receptor 3-like	1	1	10
gene-LOC120058728	LOC120058728	proline-rich extensin-like protein EPR1	1	1	0
gene-LOC120058729	LOC120058729	high affinity immunoglobulin gamma Fc receptor I-like	1	1	2
gene-LOC120058730	LOC120058730	gastrula zinc finger protein XlCGF57.1-like	1	1	3
gene-LOC120058732	LOC120058732	uncharacterized LOC120058732	1	1	0
gene-LOC120058733	LOC120058733	lethal(3)malignant brain tumor-like protein 1	1	1	4
gene-LOC120058734	LOC120058734	piezo-type mechanosensitive ion channel component 2-like	1	1	0
gene-LOC120058735	LOC120058735	neurexophilin-4-like	1	1	1
gene-LOC120058736	LOC120058736	RNA-binding protein 5-B-like	1	1	3
gene-LOC120058740	LOC120058740	general transcription factor II-I repeat domain-containing protein 2-like	1	1	0
gene-LOC120058741	LOC120058741	death-inducer obliterator 1-like	1	1	2
gene-LOC120058742	LOC120058742	death-inducer obliterator 1-like	1	1	2
gene-LOC120058744	LOC120058744	cadherin-4-like	1	1	11
gene-LOC120058746	LOC120058746	cadherin-2	1	2	11
gene-LOC120058747	LOC120058747	cadherin-like protein 26	1	2	11
gene-LOC120058748	LOC120058748	uncharacterized LOC120058748	1	1	0
gene-LOC120058750	LOC120058750	sodium- and chloride-dependent GABA transporter 1-like	1	1	6
gene-LOC120058751	LOC120058751	uncharacterized LOC120058751	1	1	0
gene-LOC120058753	LOC120058753	sodium-coupled neutral amino acid transporter 3-like	1	1	7
gene-LOC120058754	LOC120058754	protein disulfide isomerase Creld1-like	1	1	2
gene-LOC120058757	LOC120058757	putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842	1	1	3
gene-LOC120058758	LOC120058758	prickle-like protein 2	1	1	1
gene-LOC120058759	LOC120058759	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1-like	1	1	3
gene-LOC120058760	LOC120058760	probable G-protein coupled receptor 139	1	1	3
gene-LOC120058764	LOC120058764	glutamate receptor-interacting protein 2-like	1	1	2
gene-LOC120058765	LOC120058765	dedicator of cytokinesis protein 3-like	1	1	5
gene-LOC120058766	LOC120058766	ubiquitin-like modifier-activating enzyme 1	1	1	1
gene-LOC120058767	LOC120058767	uncharacterized LOC120058767	1	1	0
gene-LOC120058769	LOC120058769	guanine nucleotide-binding protein G(i) subunit alpha-2	1	1	7
gene-LOC120058771	LOC120058771	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like	1	1	3
gene-LOC120058772	LOC120058772	amphoterin-induced protein 1-like	1	1	2
gene-LOC120058774	LOC120058774	uncharacterized LOC120058774	1	1	0
gene-LOC120058778	LOC120058778	dnaJ homolog subfamily C member 5-like	1	1	5
gene-LOC120058779	LOC120058779	pepsin A-like	1	1	2
gene-LOC120058780	LOC120058780	pepsin A-like	1	3	2
gene-LOC120058781	LOC120058781	pepsin A-like	1	1	2
gene-LOC120058783	LOC120058783	uncharacterized LOC120058783	1	1	0
gene-LOC120058784	LOC120058784	uncharacterized LOC120058784	1	1	0
gene-LOC120058785	LOC120058785	histone deacetylase 6-like	1	1	0
gene-LOC120058788	LOC120058788	probable glutamate receptor	1	1	0
gene-LOC120058789	LOC120058789	protein kinase C zeta type	1	1	3
gene-LOC120058790	LOC120058790	tumor necrosis factor receptor superfamily member 14-like	1	2	13
gene-LOC120058791	LOC120058791	uncharacterized LOC120058791	1	2	0
gene-LOC120058792	LOC120058792	uncharacterized LOC120058792	1	3	0
gene-LOC120058794	LOC120058794	uncharacterized LOC120058794	1	1	0
gene-LOC120058795	LOC120058795	uncharacterized LOC120058795	1	1	0
gene-LOC120058796	LOC120058796	mitogen-activated protein kinase 14A-like	1	1	6
gene-LOC120058797	LOC120058797	intermediate filament protein ON3-like	1	1	5
gene-LOC120058798	LOC120058798	keratin, type I cytoskeletal 18-like	1	1	3
gene-LOC120058799	LOC120058799	uncharacterized LOC120058799	1	1	0
gene-LOC120058800	LOC120058800	uncharacterized LOC120058800	2	3	0
gene-LOC120058800_1			1	1	0
gene-LOC120058801	LOC120058801	uncharacterized LOC120058801	1	1	0
gene-LOC120058802	LOC120058802	uncharacterized LOC120058802	1	1	0
gene-LOC120058804	LOC120058804	beta-1,4 N-acetylgalactosaminyltransferase 1-like	1	1	4
gene-LOC120058806	LOC120058806	zinc finger protein 385A-like	1	1	3
gene-LOC120058807	LOC120058807	complement C1q-like protein 4	1	1	1
gene-LOC120058808	LOC120058808	protein FAM3A-like	1	1	1
gene-LOC120058809	LOC120058809	vasopressin V2 receptor-like	1	1	6
gene-LOC120058810	LOC120058810	rho GTPase-activating protein 4-like	1	1	3
gene-LOC120058811	LOC120058811	N-alpha-acetyltransferase 10-like	1	1	5
gene-LOC120058812	LOC120058812	rho-related GTP-binding protein Rho6-like	1	1	3
gene-LOC120058813	LOC120058813	macrophage-stimulating protein receptor-like	1	1	12
gene-LOC120058814	LOC120058814	uncharacterized LOC120058814	1	1	0
gene-LOC120058815	LOC120058815	golgin subfamily A member 6-like protein 6	1	1	0
gene-LOC120058816	LOC120058816	sodium channel protein type 8 subunit alpha-like	1	1	7
gene-LOC120058817	LOC120058817	elastase-1	1	1	2
gene-LOC120058818	LOC120058818	integrin beta-7-like	1	1	8
gene-LOC120058819	LOC120058819	differentially expressed in FDCP 6 homolog	1	1	2
gene-LOC120058820	LOC120058820	extended synaptotagmin-1-like	1	1	3
gene-LOC120058821	LOC120058821	ADP-ribosylation factor 3	1	1	6
gene-LOC120058822	LOC120058822	protein Wnt-10b-like	1	1	8
gene-LOC120058823	LOC120058823	protein Wnt-1-like	1	1	8
gene-LOC120058824	LOC120058824	indian hedgehog protein-like	1	1	10
gene-LOC120058825	LOC120058825	protein phosphatase 1H-like	1	1	2
gene-LOC120058826	LOC120058826	activin receptor type-1-like	1	1	12
gene-LOC120058827	LOC120058827	nuclear receptor subfamily 1 group D member 1-like	1	1	7
gene-LOC120058828	LOC120058828	homeobox protein Hox-C13a	1	1	3
gene-LOC120058829	LOC120058829	homeobox protein Hox-C12a-like	1	1	3
gene-LOC120058830	LOC120058830	homeobox protein Hox-C11a	1	1	5
gene-LOC120058831	LOC120058831	homeobox protein Hox-C10a-like	1	1	4
gene-LOC120058832	LOC120058832	homeobox protein Hox-C9-like	1	1	8
gene-LOC120058833	LOC120058833	homeobox protein Hox-C8a-like	1	1	4
gene-LOC120058834	LOC120058834	homeobox protein Hox-C6a-like	1	1	5
gene-LOC120058835	LOC120058835	suppressor of tumorigenicity 7 protein-like	1	1	1
gene-LOC120058836	LOC120058836	homeobox protein Hox-C5a-like	1	1	5
gene-LOC120058837	LOC120058837	homeobox protein Hox-C4a	1	1	6
gene-LOC120058838	LOC120058838	homeobox protein Hox-C1a-like	1	1	4
gene-LOC120058839	LOC120058839	melanocyte protein PMEL-like	3	2	2
gene-LOC120058839_1			1	1	0
gene-LOC120058841	LOC120058841	ganglioside-induced differentiation-associated protein 1-like 1	1	1	0
gene-LOC120058842	LOC120058842	peptidase inhibitor R3HDML-like	1	1	1
gene-LOC120058843	LOC120058843	alpha-tocopherol transfer protein-like	1	1	2
gene-LOC120058844	LOC120058844	cAMP-dependent protein kinase inhibitor gamma-like	1	1	4
gene-LOC120058845	LOC120058845	adenosine deaminase-like	1	1	9
gene-LOC120058846	LOC120058846	G0/G1 switch protein 2-like	1	1	0
gene-LOC120058848	LOC120058848	probable phospholipid-transporting ATPase IIA	1	1	10
gene-LOC120058849	LOC120058849	sal-like protein 4	1	1	4
gene-LOC120058850	LOC120058850	F-actin-capping protein subunit alpha-1	1	1	5
gene-LOC120058851	LOC120058851	teashirt homolog 2-like	1	1	4
gene-LOC120058852	LOC120058852	adipolin-like	1	2	2
gene-LOC120058853	LOC120058853	uncharacterized LOC120058853	19	29	0
gene-LOC120058853_1			1	1	0
gene-LOC120058853_10			1	1	0
gene-LOC120058853_11			1	1	0
gene-LOC120058853_12			1	1	0
gene-LOC120058853_13			1	1	0
gene-LOC120058853_14			1	1	0
gene-LOC120058853_15			1	1	0
gene-LOC120058853_16			1	1	0
gene-LOC120058853_17			1	1	0
gene-LOC120058853_18			1	1	0
gene-LOC120058853_2			1	1	0
gene-LOC120058853_3			1	1	0
gene-LOC120058853_4			1	1	0
gene-LOC120058853_5			1	1	0
gene-LOC120058853_6			1	1	0
gene-LOC120058853_7			1	1	0
gene-LOC120058853_8			1	1	0
gene-LOC120058853_9			1	1	0
gene-LOC120058854	LOC120058854	lysophosphatidic acid receptor 6	1	1	4
gene-LOC120058857	LOC120058857	twist-related protein 2-like	1	1	5
gene-LOC120058858	LOC120058858	zinc finger protein 341-like	1	1	0
