gene_id	symbol	product	copies_lean	in_siscowet_unmapped	n_go
gene-trnaa-agc-31_5			1		0
gene-trnaa-agc-31_50			1		0
gene-trnaa-agc-31_6			1		0
gene-trnaa-agc-31_7			1		0
gene-trnaa-agc-31_8			1		0
gene-trnaa-agc-31_9			1		0
gene-trnaa-agc-34_1			1		0
gene-trnaa-cgc-22_1			1		0
gene-trnaa-cgc-7_1			1		0
gene-trnaa-ugc-57_1			1		0
gene-trnaa-ugc-57_2			1		0
gene-trnaa-ugc-57_3			1		0
gene-trnaa-ugc-57_4			1		0
gene-trnaa-ugc-57_5			1		0
gene-trnaa-ugc-58_1			1		0
gene-trnaa-ugc-58_2			1		0
gene-trnaa-ugc-59_1			1		0
gene-trnaa-ugc-59_2			1		0
gene-trnaa-ugc-60_1			1		0
gene-trnaa-ugc-60_2			1		0
gene-trnaa-ugc-87_1			1		0
gene-trnad-guc-12_49			1		0
gene-trnad-guc-13_35			1		0
gene-trnad-guc-13_36			1		0
gene-trnad-guc-13_37			1		0
gene-trnad-guc-13_38			1		0
gene-trnad-guc-13_39			1		0
gene-trnad-guc-13_40			1		0
gene-trnad-guc-13_41			1		0
gene-trnad-guc-13_42			1		0
gene-trnad-guc-13_43			1		0
gene-trnad-guc-13_44			1		0
gene-trnad-guc-13_45			1		0
gene-trnad-guc-13_46			1		0
gene-trnad-guc-14_33			1		0
gene-trnad-guc-14_34			1		0
gene-trnad-guc-14_35			1		0
gene-trnad-guc-14_36			1		0
gene-trnad-guc-14_37			1		0
gene-trnad-guc-14_38			1		0
gene-trnad-guc-14_39			1		0
gene-trnad-guc-14_40			1		0
gene-trnad-guc-14_41			1		0
gene-trnad-guc-14_42			1		0
gene-trnad-guc-14_43			1		0
gene-trnad-guc-14_44			1		0
gene-trnad-guc-14_45			1		0
gene-trnae-cuc-10_1			1		0
gene-trnae-cuc-10_2			1		0
gene-trnae-cuc-10_3			1		0
gene-trnae-cuc-10_4			1		0
gene-trnae-cuc-10_5			1		0
gene-trnae-cuc-10_6			1		0
gene-trnae-cuc-10_7			1		0
gene-trnae-cuc-10_8			1		0
gene-trnae-cuc-10_9			1		0
gene-trnae-cuc-11_1			1		0
gene-trnae-cuc-12_1			1		0
gene-trnae-cuc-12_2			1		0
gene-trnae-cuc-12_3			1		0
gene-trnae-cuc-13_1			1		0
gene-trnae-cuc-33_1			1		0
gene-trnae-cuc-35_2			1		0
gene-trnae-cuc-3_1			1		0
gene-trnae-cuc-6_44			1		0
gene-trnae-cuc-6_45			1		0
gene-trnae-cuc-6_46			1		0
gene-trnae-cuc-6_47			1		0
gene-trnae-cuc-6_48			1		0
gene-trnae-cuc-7_10			1		0
gene-trnae-cuc-7_11			1		0
gene-trnae-cuc-7_12			1		0
gene-trnae-cuc-7_13			1		0
gene-trnae-cuc-7_14			1		0
gene-trnae-cuc-7_15			1		0
gene-trnae-cuc-7_16			1		0
gene-trnae-cuc-7_17			1		0
gene-trnae-cuc-7_18			1		0
gene-trnae-cuc-7_19			1		0
gene-trnae-cuc-7_20			1		0
gene-trnae-cuc-7_21			1		0
gene-trnae-cuc-7_22			1		0
gene-trnae-cuc-7_23			1		0
gene-trnae-cuc-7_24			1		0
gene-trnae-cuc-7_25			1		0
gene-trnae-cuc-7_26			1		0
gene-trnae-cuc-7_27			1		0
gene-trnae-cuc-7_28			1		0
gene-trnae-cuc-7_29			1		0
gene-trnae-cuc-7_30			1		0
gene-trnae-cuc-7_31			1		0
gene-trnae-cuc-7_32			1		0
gene-trnae-cuc-7_33			1		0
gene-trnae-cuc-7_8			1		0
gene-trnae-cuc-7_9			1		0
gene-trnae-cuc-8_1			1		0
gene-trnae-cuc-8_10			1		0
gene-trnae-cuc-8_11			1		0
gene-trnae-cuc-8_12			1		0
gene-trnae-cuc-8_13			1		0
gene-trnae-cuc-8_2			1		0
gene-trnae-cuc-8_3			1		0
gene-trnae-cuc-8_4			1		0
gene-trnae-cuc-8_5			1		0
gene-trnae-cuc-8_6			1		0
gene-trnae-cuc-8_7			1		0
gene-trnae-cuc-8_8			1		0
gene-trnae-cuc-8_9			1		0
gene-trnae-cuc-9_1			1		0
gene-trnae-cuc-9_10			1		0
gene-trnae-cuc-9_11			1		0
gene-trnae-cuc-9_12			1		0
gene-trnae-cuc-9_13			1		0
gene-trnae-cuc-9_14			1		0
gene-trnae-cuc-9_15			1		0
gene-trnae-cuc-9_2			1		0
gene-trnae-cuc-9_3			1		0
gene-trnae-cuc-9_4			1		0
gene-trnae-cuc-9_5			1		0
gene-trnae-cuc-9_6			1		0
gene-trnae-cuc-9_7			1		0
gene-trnae-cuc-9_8			1		0
gene-trnae-cuc-9_9			1		0
gene-trnae-cuc_28			1		0
gene-trnae-cuc_29			1		0
gene-trnae-cuc_30			1		0
gene-trnae-uuc-10_1			1		0
gene-trnae-uuc-10_2			1		0
gene-trnae-uuc-10_3			1		0
gene-trnae-uuc-10_4			1		0
gene-trnae-uuc-10_5			1		0
gene-trnae-uuc-10_6			1		0
gene-trnae-uuc-10_7			1		0
gene-trnae-uuc-10_8			1		0
gene-trnae-uuc-10_9			1		0
gene-trnae-uuc-11_1			1		0
gene-trnae-uuc-11_2			1		0
gene-trnae-uuc-11_3			1		0
gene-trnae-uuc-11_4			1		0
gene-trnae-uuc-11_5			1		0
gene-trnae-uuc-11_6			1		0
gene-trnae-uuc-11_7			1		0
gene-trnae-uuc-11_8			1		0
gene-trnae-uuc-12_1			1		0
gene-trnae-uuc-12_2			1		0
gene-trnae-uuc-12_3			1		0
gene-trnae-uuc-12_4			1		0
gene-trnae-uuc-12_5			1		0
gene-trnae-uuc-13	trnae-uuc	tRNA-Glu	1	Y	0
gene-trnae-uuc-13_1			1		0
gene-trnae-uuc-13_10			1		0
gene-trnae-uuc-13_11			1		0
gene-trnae-uuc-13_12			1		0
gene-trnae-uuc-13_13			1		0
gene-trnae-uuc-13_14			1		0
gene-trnae-uuc-13_15			1		0
gene-trnae-uuc-13_16			1		0
gene-trnae-uuc-13_17			1		0
gene-trnae-uuc-13_18			1		0
gene-trnae-uuc-13_19			1		0
gene-trnae-uuc-13_2			1		0
gene-trnae-uuc-13_20			1		0
gene-trnae-uuc-13_21			1		0
gene-trnae-uuc-13_22			1		0
gene-trnae-uuc-13_23			1		0
gene-trnae-uuc-13_24			1		0
gene-trnae-uuc-13_25			1		0
gene-trnae-uuc-13_3			1		0
gene-trnae-uuc-13_4			1		0
gene-trnae-uuc-13_5			1		0
gene-trnae-uuc-13_6			1		0
gene-trnae-uuc-13_7			1		0
gene-trnae-uuc-13_8			1		0
gene-trnae-uuc-13_9			1		0
gene-trnae-uuc-14	trnae-uuc	tRNA-Glu	1	Y	0
gene-trnae-uuc-15	trnae-uuc	tRNA-Glu	1	Y	0
gene-trnae-uuc-15_1			1		0
gene-trnae-uuc-15_10			1		0
gene-trnae-uuc-15_11			1		0
gene-trnae-uuc-15_12			1		0
gene-trnae-uuc-15_13			1		0
gene-trnae-uuc-15_2			1		0
gene-trnae-uuc-15_3			1		0
gene-trnae-uuc-15_4			1		0
gene-trnae-uuc-15_5			1		0
gene-trnae-uuc-15_6			1		0
gene-trnae-uuc-15_7			1		0
gene-trnae-uuc-15_8			1		0
gene-trnae-uuc-15_9			1		0
gene-trnae-uuc-16_2			1		0
gene-trnae-uuc-16_3			1		0
gene-trnae-uuc-16_4			1		0
gene-trnae-uuc-16_5			1		0
gene-trnae-uuc-16_6			1		0
gene-trnae-uuc-16_7			1		0
gene-trnae-uuc-17	trnae-uuc	tRNA-Glu	1	Y	0
gene-trnae-uuc-23	trnae-uuc	tRNA-Glu	1	Y	0
gene-trnae-uuc-26_1			1		0
gene-trnae-uuc-26_2			1		0
gene-trnae-uuc-26_3			1		0
gene-trnae-uuc-29_10			1		0
gene-trnae-uuc-29_11			1		0
gene-trnae-uuc-29_6			1		0
gene-trnae-uuc-29_7			1		0
gene-trnae-uuc-29_8			1		0
gene-trnae-uuc-29_9			1		0
gene-trnae-uuc-2_41			1		0
gene-trnae-uuc-2_42			1		0
gene-trnae-uuc-2_43			1		0
gene-trnae-uuc-2_44			1		0
gene-trnae-uuc-2_45			1		0
gene-trnae-uuc-2_46			1		0
gene-trnae-uuc-2_47			1		0
gene-trnae-uuc-2_48			1		0
gene-trnae-uuc-2_49			1		0
gene-trnae-uuc-3_10			1		0
gene-trnae-uuc-3_11			1		0
gene-trnae-uuc-3_12			1		0
gene-trnae-uuc-3_13			1		0
gene-trnae-uuc-3_14			1		0
gene-trnae-uuc-3_15			1		0
gene-trnae-uuc-3_16			1		0
gene-trnae-uuc-3_17			1		0
gene-trnae-uuc-3_18			1		0
gene-trnae-uuc-3_19			1		0
gene-trnae-uuc-3_20			1		0
gene-trnae-uuc-3_21			1		0
gene-trnae-uuc-3_22			1		0
gene-trnae-uuc-3_23			1		0
gene-trnae-uuc-3_24			1		0
gene-trnae-uuc-3_25			1		0
gene-trnae-uuc-3_26			1		0
gene-trnae-uuc-3_27			1		0
gene-trnae-uuc-3_28			1		0
gene-trnae-uuc-3_29			1		0
gene-trnae-uuc-3_30			1		0
gene-trnae-uuc-3_31			1		0
gene-trnae-uuc-3_32			1		0
gene-trnae-uuc-3_33			1		0
gene-trnae-uuc-3_34			1		0
gene-trnae-uuc-3_35			1		0
gene-trnae-uuc-3_36			1		0
gene-trnae-uuc-3_37			1		0
gene-trnae-uuc-3_38			1		0
gene-trnae-uuc-3_39			1		0
gene-trnae-uuc-3_4			1		0
gene-trnae-uuc-3_40			1		0
gene-trnae-uuc-3_5			1		0
gene-trnae-uuc-3_6			1		0
gene-trnae-uuc-3_7			1		0
gene-trnae-uuc-3_8			1		0
gene-trnae-uuc-3_9			1		0
gene-trnae-uuc-4_10			1		0
gene-trnae-uuc-4_11			1		0
gene-trnae-uuc-4_12			1		0
gene-trnae-uuc-4_13			1		0
gene-trnae-uuc-4_14			1		0
gene-trnae-uuc-4_15			1		0
gene-trnae-uuc-4_16			1		0
gene-trnae-uuc-4_17			1		0
gene-trnae-uuc-4_18			1		0
gene-trnae-uuc-4_19			1		0
gene-trnae-uuc-4_2			1		0
gene-trnae-uuc-4_20			1		0
gene-trnae-uuc-4_21			1		0
gene-trnae-uuc-4_22			1		0
gene-trnae-uuc-4_23			1		0
gene-trnae-uuc-4_24			1		0
gene-trnae-uuc-4_25			1		0
gene-trnae-uuc-4_26			1		0
gene-trnae-uuc-4_27			1		0
gene-trnae-uuc-4_28			1		0
gene-trnae-uuc-4_29			1		0
gene-trnae-uuc-4_3			1		0
gene-trnae-uuc-4_30			1		0
gene-trnae-uuc-4_31			1		0
gene-trnae-uuc-4_32			1		0
gene-trnae-uuc-4_33			1		0
gene-trnae-uuc-4_4			1		0
gene-trnae-uuc-4_5			1		0
gene-trnae-uuc-4_6			1		0
gene-trnae-uuc-4_7			1		0
gene-trnae-uuc-4_8			1		0
gene-trnae-uuc-4_9			1		0
gene-trnae-uuc-5_1			1		0
gene-trnae-uuc-5_10			1		0
gene-trnae-uuc-5_11			1		0
gene-trnae-uuc-5_12			1		0
gene-trnae-uuc-5_13			1		0
gene-trnae-uuc-5_14			1		0
gene-trnae-uuc-5_15			1		0
gene-trnae-uuc-5_16			1		0
gene-trnae-uuc-5_17			1		0
gene-trnae-uuc-5_18			1		0
gene-trnae-uuc-5_19			1		0
gene-trnae-uuc-5_2			1		0
gene-trnae-uuc-5_20			1		0
gene-trnae-uuc-5_21			1		0
gene-trnae-uuc-5_22			1		0
gene-trnae-uuc-5_23			1		0
gene-trnae-uuc-5_24			1		0
gene-trnae-uuc-5_3			1		0
gene-trnae-uuc-5_4			1		0
gene-trnae-uuc-5_5			1		0
gene-trnae-uuc-5_6			1		0
gene-trnae-uuc-5_7			1		0
gene-trnae-uuc-5_8			1		0
gene-trnae-uuc-5_9			1		0
gene-trnae-uuc-6_1			1		0
gene-trnae-uuc-6_10			1		0
gene-trnae-uuc-6_11			1		0
gene-trnae-uuc-6_12			1		0
gene-trnae-uuc-6_13			1		0
gene-trnae-uuc-6_14			1		0
gene-trnae-uuc-6_15			1		0
gene-trnae-uuc-6_16			1		0
gene-trnae-uuc-6_17			1		0
gene-trnae-uuc-6_2			1		0
gene-trnae-uuc-6_3			1		0
gene-trnae-uuc-6_4			1		0
gene-trnae-uuc-6_5			1		0
gene-trnae-uuc-6_6			1		0
gene-trnae-uuc-6_7			1		0
gene-trnae-uuc-6_8			1		0
gene-trnae-uuc-6_9			1		0
gene-trnae-uuc-7_1			1		0
gene-trnae-uuc-7_10			1		0
gene-trnae-uuc-7_11			1		0
gene-trnae-uuc-7_12			1		0
gene-trnae-uuc-7_13			1		0
gene-trnae-uuc-7_14			1		0
gene-trnae-uuc-7_15			1		0
gene-trnae-uuc-7_16			1		0
gene-trnae-uuc-7_17			1		0
gene-trnae-uuc-7_2			1		0
gene-trnae-uuc-7_3			1		0
gene-trnae-uuc-7_4			1		0
gene-trnae-uuc-7_5			1		0
gene-trnae-uuc-7_6			1		0
gene-trnae-uuc-7_7			1		0
gene-trnae-uuc-7_8			1		0
gene-trnae-uuc-7_9			1		0
gene-trnae-uuc-8_1			1		0
gene-trnae-uuc-8_10			1		0
gene-trnae-uuc-8_11			1		0
gene-trnae-uuc-8_2			1		0
gene-trnae-uuc-8_3			1		0
gene-trnae-uuc-8_4			1		0
gene-trnae-uuc-8_5			1		0
gene-trnae-uuc-8_6			1		0
gene-trnae-uuc-8_7			1		0
gene-trnae-uuc-8_8			1		0
gene-trnae-uuc-8_9			1		0
gene-trnae-uuc-9_1			1		0
gene-trnae-uuc-9_10			1		0
gene-trnae-uuc-9_11			1		0
gene-trnae-uuc-9_2			1		0
gene-trnae-uuc-9_3			1		0
gene-trnae-uuc-9_4			1		0
gene-trnae-uuc-9_5			1		0
gene-trnae-uuc-9_6			1		0
gene-trnae-uuc-9_7			1		0
gene-trnae-uuc-9_8			1		0
gene-trnae-uuc-9_9			1		0
gene-trnae-uuc_22			1		0
gene-trnae-uuc_23			1		0
gene-trnae-uuc_24			1		0
gene-trnae-uuc_25			1		0
gene-trnae-uuc_26			1		0
gene-trnae-uuc_27			1		0
gene-trnae-uuc_28			1		0
gene-trnae-uuc_29			1		0
gene-trnae-uuc_30			1		0
gene-trnae-uuc_31			1		0
gene-trnae-uuc_32			1		0
gene-trnae-uuc_33			1		0
gene-trnae-uuc_34			1		0
gene-trnae-uuc_35			1		0
gene-trnae-uuc_36			1		0
gene-trnae-uuc_37			1		0
gene-trnae-uuc_38			1		0
gene-trnae-uuc_39			1		0
gene-trnae-uuc_40			1		0
gene-trnae-uuc_41			1		0
gene-trnae-uuc_42			1		0
gene-trnae-uuc_43			1		0
gene-trnae-uuc_44			1		0
gene-trnae-uuc_45			1		0
gene-trnae-uuc_46			1		0
gene-trnae-uuc_47			1		0
gene-trnae-uuc_48			1		0
gene-trnae-uuc_49			1		0
gene-trnae-uuc_50			1		0
gene-trnaf-gaa-21_17			1		0
gene-trnaf-gaa-21_18			1		0
gene-trnaf-gaa-21_19			1		0
gene-trnaf-gaa-21_20			1		0
gene-trnaf-gaa-21_21			1		0
gene-trnaf-gaa-21_22			1		0
gene-trnaf-gaa-21_23			1		0
gene-trnaf-gaa-21_24			1		0
gene-trnaf-gaa-21_25			1		0
gene-trnaf-gaa-21_26			1		0
gene-trnaf-gaa-21_27			1		0
gene-trnaf-gaa-21_28			1		0
gene-trnaf-gaa-21_29			1		0
gene-trnaf-gaa-21_30			1		0
gene-trnaf-gaa-21_31			1		0
gene-trnaf-gaa-21_32			1		0
gene-trnaf-gaa-21_33			1		0
gene-trnaf-gaa-21_34			1		0
gene-trnaf-gaa-21_35			1		0
gene-trnaf-gaa-29_12			1		0
gene-trnaf-gaa-29_13			1		0
gene-trnaf-gaa-5_1			1		0
gene-trnag-gcc-17_1			1		0
gene-trnag-gcc-17_2			1		0
gene-trnag-gcc-17_3			1		0
gene-trnag-gcc-17_4			1		0
gene-trnag-gcc-17_5			1		0
gene-trnag-gcc-18_10			1		0
gene-trnag-gcc-18_11			1		0
gene-trnag-gcc-18_12			1		0
gene-trnag-gcc-18_13			1		0
gene-trnag-gcc-18_14			1		0
gene-trnag-gcc-18_15			1		0
gene-trnag-gcc-18_16			1		0
gene-trnag-gcc-18_17			1		0
gene-trnag-gcc-18_18			1		0
gene-trnag-gcc-18_19			1		0
gene-trnag-gcc-18_20			1		0
gene-trnag-gcc-18_21			1		0
gene-trnag-gcc-18_22			1		0
gene-trnag-gcc-18_23			1		0
gene-trnag-gcc-18_24			1		0
gene-trnag-gcc-18_25			1		0
gene-trnag-gcc-18_26			1		0
gene-trnag-gcc-18_27			1		0
gene-trnag-gcc-18_28			1		0
gene-trnag-gcc-18_29			1		0
gene-trnag-gcc-18_30			1		0
gene-trnag-gcc-18_31			1		0
gene-trnag-gcc-18_32			1		0
gene-trnag-gcc-18_33			1		0
gene-trnag-gcc-18_34			1		0
gene-trnag-gcc-18_35			1		0
gene-trnag-gcc-18_36			1		0
gene-trnag-gcc-18_37			1		0
gene-trnag-gcc-18_38			1		0
gene-trnag-gcc-18_39			1		0
gene-trnag-gcc-18_40			1		0
gene-trnag-gcc-18_6			1		0
gene-trnag-gcc-18_7			1		0
gene-trnag-gcc-18_8			1		0
gene-trnag-gcc-18_9			1		0
gene-trnag-gcc-27_45			1		0
gene-trnag-gcc-27_46			1		0
gene-trnag-gcc-29_20			1		0
gene-trnag-gcc-29_21			1		0
gene-trnag-gcc-29_22			1		0
gene-trnag-gcc-29_23			1		0
gene-trnag-gcc-29_24			1		0
gene-trnag-gcc-29_25			1		0
gene-trnag-gcc-29_26			1		0
gene-trnag-gcc-29_27			1		0
gene-trnag-gcc-29_28			1		0
gene-trnag-gcc-29_29			1		0
gene-trnag-gcc-29_30			1		0
gene-trnag-gcc-29_31			1		0
gene-trnag-gcc-29_32			1		0
gene-trnag-gcc-29_33			1		0
gene-trnag-gcc-29_34			1		0
gene-trnag-gcc-29_35			1		0
gene-trnag-gcc-29_36			1		0
gene-trnag-gcc-29_37			1		0
gene-trnag-gcc-29_38			1		0
gene-trnag-gcc-29_39			1		0
gene-trnag-gcc-29_40			1		0
gene-trnag-gcc-29_41			1		0
gene-trnag-gcc-29_42			1		0
gene-trnag-gcc-29_43			1		0
gene-trnag-gcc-29_44			1		0
gene-trnag-gcc-30_1			1		0
gene-trnag-gcc-30_2			1		0
gene-trnag-gcc-32_7			1		0
gene-trnag-gcc-3_26			1		0
gene-trnag-gcc-3_27			1		0
gene-trnag-gcc-3_28			1		0
gene-trnag-gcc-3_29			1		0
gene-trnag-gcc-3_30			1		0
gene-trnag-gcc-3_31			1		0
gene-trnag-gcc-3_32			1		0
gene-trnag-gcc-3_33			1		0
gene-trnag-gcc_22			1		0
gene-trnag-gcc_23			1		0
gene-trnag-gcc_24			1		0
gene-trnag-gcc_25			1		0
gene-trnag-gcc_26			1		0
gene-trnag-gcc_27			1		0
gene-trnag-gcc_28			1		0
gene-trnag-gcc_29			1		0
gene-trnag-gcc_30			1		0
gene-trnag-gcc_31			1		0
gene-trnag-gcc_32			1		0
gene-trnag-gcc_33			1		0
gene-trnag-gcc_34			1		0
gene-trnag-ucc-10_10			1		0
gene-trnag-ucc-10_11			1		0
gene-trnag-ucc-10_9			1		0
gene-trnag-ucc-11_10			1		0
gene-trnag-ucc-11_5			1		0
gene-trnag-ucc-11_6			1		0
gene-trnag-ucc-11_7			1		0
gene-trnag-ucc-11_8			1		0
gene-trnag-ucc-11_9			1		0
gene-trnag-ucc-12_22			1		0
gene-trnag-ucc-12_23			1		0
gene-trnag-ucc-12_24			1		0
gene-trnag-ucc-12_25			1		0
gene-trnag-ucc-12_26			1		0
gene-trnag-ucc-14_5			1		0
gene-trnag-ucc-16_3			1		0
gene-trnag-ucc-30_1			1		0
gene-trnag-ucc-32	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-34_3			1		0
gene-trnag-ucc-34_4			1		0
gene-trnag-ucc-35_4			1		0
gene-trnag-ucc-35_5			1		0
gene-trnag-ucc-36_2			1		0
gene-trnag-ucc-36_3			1		0
gene-trnag-ucc-36_4			1		0
gene-trnag-ucc-37_1			1		0
gene-trnag-ucc-38_1			1		0
gene-trnag-ucc-39_1			1		0
gene-trnag-ucc-39_2			1		0
gene-trnag-ucc-4	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-42_1			1		0
gene-trnag-ucc-81	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-82	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-83	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-84	trnag-ucc	tRNA-Gly	1	Y	0
gene-trnag-ucc-8_19			1		0
gene-trnag-ucc-8_20			1		0
gene-trnag-ucc-9_10			1		0
gene-trnag-ucc-9_11			1		0
gene-trnag-ucc-9_12			1		0
gene-trnag-ucc-9_13			1		0
gene-trnag-ucc-9_14			1		0
gene-trnag-ucc-9_15			1		0
gene-trnag-ucc-9_8			1		0
gene-trnag-ucc-9_9			1		0
gene-trnah-gug-14_47			1		0
gene-trnah-gug-14_48			1		0
gene-trnah-gug-17_25			1		0
gene-trnah-gug-2_14			1		0
gene-trnah-gug-2_15			1		0
gene-trnah-gug-2_16			1		0
gene-trnah-gug-6_27			1		0
gene-trnah-gug-6_28			1		0
gene-trnah-gug-6_29			1		0
gene-trnah-gug-6_30			1		0
gene-trnah-gug-6_31			1		0
gene-trnah-gug-6_32			1		0
gene-trnai-aau-10	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-10_1			1		0
gene-trnai-aau-10_10			1		0
gene-trnai-aau-10_11			1		0
gene-trnai-aau-10_12			1		0
gene-trnai-aau-10_13			1		0
gene-trnai-aau-10_2			1		0
gene-trnai-aau-10_3			1		0
gene-trnai-aau-10_4			1		0
gene-trnai-aau-10_5			1		0
gene-trnai-aau-10_6			1		0
gene-trnai-aau-10_7			1		0
gene-trnai-aau-10_8			1		0
gene-trnai-aau-10_9			1		0
gene-trnai-aau-11	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-11_1			1		0
gene-trnai-aau-11_10			1		0
gene-trnai-aau-11_11			1		0
gene-trnai-aau-11_12			1		0
gene-trnai-aau-11_13			1		0
gene-trnai-aau-11_14			1		0
gene-trnai-aau-11_15			1		0
gene-trnai-aau-11_16			1		0
gene-trnai-aau-11_17			1		0
gene-trnai-aau-11_18			1		0
gene-trnai-aau-11_19			1		0
gene-trnai-aau-11_2			1		0
gene-trnai-aau-11_3			1		0
gene-trnai-aau-11_4			1		0
gene-trnai-aau-11_5			1		0
gene-trnai-aau-11_6			1		0
gene-trnai-aau-11_7			1		0
gene-trnai-aau-11_8			1		0
gene-trnai-aau-11_9			1		0
gene-trnai-aau-12	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-12_1			1		0
gene-trnai-aau-12_2			1		0
gene-trnai-aau-12_3			1		0
gene-trnai-aau-12_4			1		0
gene-trnai-aau-13_1			1		0
gene-trnai-aau-13_10			1		0
gene-trnai-aau-13_11			1		0
gene-trnai-aau-13_12			1		0
gene-trnai-aau-13_13			1		0
gene-trnai-aau-13_2			1		0
gene-trnai-aau-13_3			1		0
gene-trnai-aau-13_4			1		0
gene-trnai-aau-13_5			1		0
gene-trnai-aau-13_6			1		0
gene-trnai-aau-13_7			1		0
gene-trnai-aau-13_8			1		0
gene-trnai-aau-13_9			1		0
gene-trnai-aau-14	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-14_1			1		0
gene-trnai-aau-14_10			1		0
gene-trnai-aau-14_11			1		0
gene-trnai-aau-14_2			1		0
gene-trnai-aau-14_3			1		0
gene-trnai-aau-14_4			1		0
gene-trnai-aau-14_5			1		0
gene-trnai-aau-14_6			1		0
gene-trnai-aau-14_7			1		0
gene-trnai-aau-14_8			1		0
gene-trnai-aau-14_9			1		0
gene-trnai-aau-16	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-16_1			1		0
gene-trnai-aau-16_2			1		0
gene-trnai-aau-16_3			1		0
gene-trnai-aau-16_4			1		0
gene-trnai-aau-17	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-17_1			1		0
gene-trnai-aau-17_2			1		0
gene-trnai-aau-17_3			1		0
gene-trnai-aau-17_4			1		0
gene-trnai-aau-17_5			1		0
gene-trnai-aau-17_6			1		0
gene-trnai-aau-17_7			1		0
gene-trnai-aau-17_8			1		0
gene-trnai-aau-17_9			1		0
gene-trnai-aau-19	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-19_1			1		0
gene-trnai-aau-19_2			1		0
gene-trnai-aau-19_3			1		0
gene-trnai-aau-19_4			1		0
gene-trnai-aau-19_5			1		0
gene-trnai-aau-20	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-20_1			1		0
gene-trnai-aau-20_2			1		0
gene-trnai-aau-21_18			1		0
gene-trnai-aau-21_19			1		0
gene-trnai-aau-23	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-23_1			1		0
gene-trnai-aau-23_2			1		0
gene-trnai-aau-25	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-25_1			1		0
gene-trnai-aau-26	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-26_1			1		0
gene-trnai-aau-26_2			1		0
gene-trnai-aau-26_3			1		0
gene-trnai-aau-27_3			1		0
gene-trnai-aau-27_4			1		0
gene-trnai-aau-27_5			1		0
gene-trnai-aau-28	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-28_1			1		0
gene-trnai-aau-28_10			1		0
gene-trnai-aau-28_11			1		0
gene-trnai-aau-28_12			1		0
gene-trnai-aau-28_13			1		0
gene-trnai-aau-28_14			1		0
gene-trnai-aau-28_15			1		0
gene-trnai-aau-28_16			1		0
gene-trnai-aau-28_17			1		0
gene-trnai-aau-28_18			1		0
gene-trnai-aau-28_19			1		0
gene-trnai-aau-28_2			1		0
gene-trnai-aau-28_20			1		0
gene-trnai-aau-28_21			1		0
gene-trnai-aau-28_22			1		0
gene-trnai-aau-28_23			1		0
gene-trnai-aau-28_24			1		0
gene-trnai-aau-28_25			1		0
gene-trnai-aau-28_26			1		0
gene-trnai-aau-28_27			1		0
gene-trnai-aau-28_28			1		0
gene-trnai-aau-28_29			1		0
gene-trnai-aau-28_3			1		0
gene-trnai-aau-28_30			1		0
gene-trnai-aau-28_31			1		0
gene-trnai-aau-28_32			1		0
gene-trnai-aau-28_33			1		0
gene-trnai-aau-28_34			1		0
gene-trnai-aau-28_35			1		0
gene-trnai-aau-28_4			1		0
gene-trnai-aau-28_5			1		0
gene-trnai-aau-28_6			1		0
gene-trnai-aau-28_7			1		0
gene-trnai-aau-28_8			1		0
gene-trnai-aau-28_9			1		0
gene-trnai-aau-29_1			1		0
gene-trnai-aau-29_2			1		0
gene-trnai-aau-29_3			1		0
gene-trnai-aau-29_4			1		0
gene-trnai-aau-29_5			1		0
gene-trnai-aau-29_6			1		0
gene-trnai-aau-32	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-33	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-36	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-39	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-40	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-41	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-41_1			1		0
gene-trnai-aau-42	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-43	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-44_2			1		0
gene-trnai-aau-44_3			1		0
