comparison	chr_a	chr_b	anchors
reference_vs_siscowet	rfNC0523281	siptg000363l1	9
reference_vs_siscowet	rfNC0523281	siptg000697l1	9
reference_vs_siscowet	rfNC0523291	siptg000931l1	9
reference_vs_siscowet	rfNC0523291	siptg001987l1	9
reference_vs_siscowet	rfNC0523291	siptg003106l1	9
reference_vs_siscowet	rfNC0523301	siptg000754l1	9
reference_vs_siscowet	rfNC0523301	siptg002382l1	9
reference_vs_siscowet	rfNC0523311	siptg001701l1	9
reference_vs_siscowet	rfNC0523311	siptg002059l1	9
reference_vs_siscowet	rfNC0523321	siptg002770l1	9
reference_vs_siscowet	rfNC0523321	siptg004269l1	9
reference_vs_siscowet	rfNC0523321	siptg007340l1	9
reference_vs_siscowet	rfNC0523331	siptg001144l1	9
reference_vs_siscowet	rfNC0523331	siptg001289l1	9
reference_vs_siscowet	rfNC0523331	siptg005308l1	9
reference_vs_siscowet	rfNC0523331	siptg008119l1	9
reference_vs_siscowet	rfNC0523351	siptg002039l1	9
reference_vs_siscowet	rfNC0523361	siptg001451l1	9
reference_vs_siscowet	rfNC0523361	siptg006756l1	9
reference_vs_siscowet	rfNC0523371	siptg000384l1	9
reference_vs_siscowet	rfNC0523371	siptg000997l1	9
reference_vs_siscowet	rfNC0523371	siptg002874l1	9
reference_vs_siscowet	rfNC0523381	siptg004328l1	9
reference_vs_siscowet	rfNC0523381	siptg005538l1	9
reference_vs_siscowet	rfNC0523391	siptg000787l1	9
reference_vs_siscowet	rfNC0523401	siptg003522l1	9
reference_vs_siscowet	rfNC0523401	siptg007688l1	9
reference_vs_siscowet	rfNC0523411	siptg004878l1	9
reference_vs_siscowet	rfNC0523411	siptg008679l1	9
reference_vs_siscowet	rfNC0523421	siptg001411l1	9
reference_vs_siscowet	rfNC0523421	siptg002719l1	9
reference_vs_siscowet	rfNC0523421	siptg002906l1	9
reference_vs_siscowet	rfNC0523431	siptg001933l1	9
reference_vs_siscowet	rfNC0523431	siptg004605l1	9
reference_vs_siscowet	rfNC0523431	siptg007937l1	9
reference_vs_siscowet	rfNC0523441	siptg000141l1	9
reference_vs_siscowet	rfNC0523441	siptg003917l1	9
reference_vs_siscowet	rfNC0523451	siptg000757l1	9
reference_vs_siscowet	rfNC0523451	siptg001565l1	9
reference_vs_siscowet	rfNC0523451	siptg003151l1	9
reference_vs_siscowet	rfNC0523451	siptg004212l1	9
reference_vs_siscowet	rfNC0523481	siptg000910l1	9
reference_vs_siscowet	rfNW0240576751	siptg000618l1	9
reference_vs_siscowet	rfNW0240581681	siptg001502l1	9
reference_vs_siscowet	rfNW0240586411	siptg000853l1	9
reference_vs_siscowet	rfNW0240592851	siptg006612l1	9
reference_vs_siscowet	rfNW0240593291	siptg017881l1	9
reference_vs_siscowet	rfNW0240611801	siptg004594l1	9
reference_vs_siscowet	rfNW0240611971	siptg002464l1	9
reference_vs_siscowet	rfNC0523071	siptg000059l1	8
reference_vs_siscowet	rfNC0523071	siptg001629l1	8
reference_vs_siscowet	rfNC0523071	siptg002013l1	8
reference_vs_siscowet	rfNC0523071	siptg005153l1	8
reference_vs_siscowet	rfNC0523071	siptg007976l1	8
reference_vs_siscowet	rfNC0523081	siptg000589l1	8
reference_vs_siscowet	rfNC0523081	siptg000991l1	8
reference_vs_siscowet	rfNC0523081	siptg003151l1	8
reference_vs_siscowet	rfNC0523081	siptg003583l1	8
reference_vs_siscowet	rfNC0523081	siptg006212l1	8
reference_vs_siscowet	rfNC0523081	siptg006408l1	8
reference_vs_siscowet	rfNC0523091	siptg000238l1	8
reference_vs_siscowet	rfNC0523091	siptg005717l1	8
reference_vs_siscowet	rfNC0523101	siptg001051l1	8
reference_vs_siscowet	rfNC0523101	siptg001313l1	8
reference_vs_siscowet	rfNC0523101	siptg001699l1	8
reference_vs_siscowet	rfNC0523101	siptg002137l1	8
reference_vs_siscowet	rfNC0523101	siptg004465l1	8
reference_vs_siscowet	rfNC0523101	siptg004630l1	8
reference_vs_siscowet	rfNC0523111	siptg000014l1	8
reference_vs_siscowet	rfNC0523111	siptg001212l1	8
reference_vs_siscowet	rfNC0523111	siptg001819l1	8
reference_vs_siscowet	rfNC0523111	siptg001992l1	8
reference_vs_siscowet	rfNC0523111	siptg003017l1	8
reference_vs_siscowet	rfNC0523111	siptg003951l1	8
reference_vs_siscowet	rfNC0523111	siptg004641l1	8
reference_vs_siscowet	rfNC0523111	siptg006997l1	8
reference_vs_siscowet	rfNC0523111	siptg009098l1	8
reference_vs_siscowet	rfNC0523121	siptg000601l1	8
reference_vs_siscowet	rfNC0523121	siptg002920l1	8
reference_vs_siscowet	rfNC0523121	siptg004163l1	8
reference_vs_siscowet	rfNC0523121	siptg006315l1	8
reference_vs_siscowet	rfNC0523131	siptg000696l1	8
reference_vs_siscowet	rfNC0523131	siptg001104l1	8
reference_vs_siscowet	rfNC0523131	siptg002757l1	8
reference_vs_siscowet	rfNC0523141	siptg001001l1	8
reference_vs_siscowet	rfNC0523141	siptg008116l1	8
reference_vs_siscowet	rfNC0523141	siptg008389l1	8
reference_vs_siscowet	rfNC0523141	siptg009109l1	8
reference_vs_siscowet	rfNC0523151	siptg002875l1	8
reference_vs_siscowet	rfNC0523151	siptg003761l1	8
reference_vs_siscowet	rfNC0523161	siptg002205l1	8
reference_vs_siscowet	rfNC0523161	siptg002693l1	8
reference_vs_siscowet	rfNC0523161	siptg003578l1	8
reference_vs_siscowet	rfNC0523171	siptg001124l1	8
reference_vs_siscowet	rfNC0523171	siptg002446l1	8
reference_vs_siscowet	rfNC0523171	siptg004443l1	8
reference_vs_siscowet	rfNC0523171	siptg005775l1	8
reference_vs_siscowet	rfNC0523171	siptg005839l1	8
reference_vs_siscowet	rfNC0523181	siptg000493l1	8
reference_vs_siscowet	rfNC0523181	siptg000708l1	8
reference_vs_siscowet	rfNC0523181	siptg012146l1	8
reference_vs_siscowet	rfNC0523191	siptg004068l1	8
reference_vs_siscowet	rfNC0523201	siptg000612l1	8
reference_vs_siscowet	rfNC0523201	siptg007413l1	8
reference_vs_siscowet	rfNC0523201	siptg008095l1	8
reference_vs_siscowet	rfNC0523211	siptg000469l1	8
reference_vs_siscowet	rfNC0523211	siptg001094l1	8
reference_vs_siscowet	rfNC0523221	siptg004553l1	8
reference_vs_siscowet	rfNC0523221	siptg011602l1	8
reference_vs_siscowet	rfNC0523221	siptg017881l1	8
reference_vs_siscowet	rfNC0523231	siptg002789l1	8
reference_vs_siscowet	rfNC0523231	siptg008338l1	8
reference_vs_siscowet	rfNC0523241	siptg002465l1	8
reference_vs_siscowet	rfNC0523251	siptg001672l1	8
reference_vs_siscowet	rfNC0523251	siptg001984l1	8
reference_vs_siscowet	rfNC0523251	siptg002006l1	8
reference_vs_siscowet	rfNC0523251	siptg007591l1	8
reference_vs_siscowet	rfNC0523261	siptg001215l1	8
reference_vs_siscowet	rfNC0523261	siptg001904l1	8
reference_vs_siscowet	rfNC0523261	siptg003152l1	8
reference_vs_siscowet	rfNC0523261	siptg003834l1	8
reference_vs_siscowet	rfNC0523271	siptg001958l1	8
reference_vs_siscowet	rfNC0523271	siptg001998l1	8
reference_vs_siscowet	rfNC0523271	siptg002852l1	8
reference_vs_siscowet	rfNC0523271	siptg003965l1	8
reference_vs_siscowet	rfNC0523271	siptg009070l1	8
reference_vs_siscowet	rfNC0523281	siptg002678l1	8
reference_vs_siscowet	rfNC0523291	siptg001600l1	8
reference_vs_siscowet	rfNC0523291	siptg002042l1	8
reference_vs_siscowet	rfNC0523291	siptg008111l1	8
reference_vs_siscowet	rfNC0523291	siptg008374l1	8
reference_vs_siscowet	rfNC0523291	siptg014058l1	8
reference_vs_siscowet	rfNC0523301	siptg001131l1	8
reference_vs_siscowet	rfNC0523311	siptg000073l1	8
reference_vs_siscowet	rfNC0523311	siptg003196l1	8
reference_vs_siscowet	rfNC0523311	siptg004043l1	8
reference_vs_siscowet	rfNC0523311	siptg008803l1	8
reference_vs_siscowet	rfNC0523321	siptg001886l1	8
reference_vs_siscowet	rfNC0523321	siptg003127l1	8
reference_vs_siscowet	rfNC0523331	siptg002318l1	8
reference_vs_siscowet	rfNC0523331	siptg004366l1	8
reference_vs_siscowet	rfNC0523331	siptg008035l1	8
reference_vs_siscowet	rfNC0523341	siptg000750l1	8
reference_vs_siscowet	rfNC0523341	siptg000829l1	8
reference_vs_siscowet	rfNC0523341	siptg005098l1	8
reference_vs_siscowet	rfNC0523341	siptg007936l1	8
reference_vs_siscowet	rfNC0523351	siptg000326l1	8
reference_vs_siscowet	rfNC0523381	siptg000213l1	8
reference_vs_siscowet	rfNC0523381	siptg002759l1	8
reference_vs_siscowet	rfNC0523381	siptg005269l1	8
reference_vs_siscowet	rfNC0523391	siptg001920l1	8
reference_vs_siscowet	rfNC0523391	siptg002162l1	8
reference_vs_siscowet	rfNC0523391	siptg002879l1	8
reference_vs_siscowet	rfNC0523401	siptg001931l1	8
reference_vs_siscowet	rfNC0523401	siptg002742l1	8
reference_vs_siscowet	rfNC0523401	siptg005447l1	8
reference_vs_siscowet	rfNC0523411	siptg000849l1	8
reference_vs_siscowet	rfNC0523411	siptg000918l1	8
reference_vs_siscowet	rfNC0523421	siptg000751l1	8
reference_vs_siscowet	rfNC0523421	siptg003331l1	8
reference_vs_siscowet	rfNC0523441	siptg004203l1	8
reference_vs_siscowet	rfNC0523441	siptg009222l1	8
reference_vs_siscowet	rfNC0523451	siptg003231l1	8
reference_vs_siscowet	rfNC0523451	siptg003466l1	8
reference_vs_siscowet	rfNC0523451	siptg004797l1	8
reference_vs_siscowet	rfNC0523451	siptg008327l1	8
reference_vs_siscowet	rfNC0523451	siptg013861l1	8
reference_vs_siscowet	rfNC0523461	siptg000291l1	8
reference_vs_siscowet	rfNC0523461	siptg002120l1	8
reference_vs_siscowet	rfNC0523461	siptg002458l1	8
reference_vs_siscowet	rfNC0523471	siptg007715l1	8
reference_vs_siscowet	rfNC0523481	siptg000713l1	8
reference_vs_siscowet	rfNC0523481	siptg001273l1	8
reference_vs_siscowet	rfNC0523481	siptg002905l1	8
reference_vs_siscowet	rfNW0240578971	siptg001041l1	8
reference_vs_siscowet	rfNW0240585141	siptg005350l1	8
reference_vs_siscowet	rfNW0240587861	siptg001675l1	8
reference_vs_siscowet	rfNW0240588971	siptg000684l1	8
reference_vs_siscowet	rfNW0240599331	siptg006612l1	8
reference_vs_siscowet	rfNW0240603861	siptg002567l1	8
reference_vs_siscowet	rfNW0240607521	siptg007373l1	8
reference_vs_siscowet	rfNW0240614191	siptg002393l1	8
reference_vs_siscowet	rfNC0523071	siptg001282l1	7
reference_vs_siscowet	rfNC0523071	siptg003426l1	7
reference_vs_siscowet	rfNC0523071	siptg007568l1	7
reference_vs_siscowet	rfNC0523071	siptg008307l1	7
reference_vs_siscowet	rfNC0523071	siptg013544l1	7
reference_vs_siscowet	rfNC0523081	siptg000675l1	7
reference_vs_siscowet	rfNC0523081	siptg000811l1	7
reference_vs_siscowet	rfNC0523081	siptg000813l1	7
reference_vs_siscowet	rfNC0523081	siptg001086l1	7
reference_vs_siscowet	rfNC0523081	siptg001409l1	7
reference_vs_siscowet	rfNC0523081	siptg001687l1	7
reference_vs_siscowet	rfNC0523081	siptg002569l1	7
reference_vs_siscowet	rfNC0523081	siptg002939l1	7
reference_vs_siscowet	rfNC0523081	siptg003267l1	7
reference_vs_siscowet	rfNC0523081	siptg007481l1	7
reference_vs_siscowet	rfNC0523091	siptg000678l1	7
reference_vs_siscowet	rfNC0523091	siptg001005l1	7
reference_vs_siscowet	rfNC0523091	siptg001517l1	7
reference_vs_siscowet	rfNC0523091	siptg001848l1	7
reference_vs_siscowet	rfNC0523091	siptg001932l1	7
reference_vs_siscowet	rfNC0523091	siptg006131l1	7
reference_vs_siscowet	rfNC0523091	siptg007499l1	7
reference_vs_siscowet	rfNC0523101	siptg000549l1	7
reference_vs_siscowet	rfNC0523101	siptg000611l1	7
reference_vs_siscowet	rfNC0523101	siptg001284l1	7
reference_vs_siscowet	rfNC0523111	siptg001460l1	7
reference_vs_siscowet	rfNC0523111	siptg002113l1	7
reference_vs_siscowet	rfNC0523111	siptg002842l1	7
reference_vs_siscowet	rfNC0523111	siptg003338l1	7
reference_vs_siscowet	rfNC0523111	siptg004153l1	7
reference_vs_siscowet	rfNC0523111	siptg004223l1	7
reference_vs_siscowet	rfNC0523111	siptg005322l1	7
reference_vs_siscowet	rfNC0523111	siptg009250l1	7
reference_vs_siscowet	rfNC0523121	siptg001980l1	7
reference_vs_siscowet	rfNC0523121	siptg003033l1	7
reference_vs_siscowet	rfNC0523131	siptg002559l1	7
reference_vs_siscowet	rfNC0523131	siptg002600l1	7
reference_vs_siscowet	rfNC0523131	siptg003749l1	7
reference_vs_siscowet	rfNC0523131	siptg005897l1	7
reference_vs_siscowet	rfNC0523141	siptg000260l1	7
reference_vs_siscowet	rfNC0523141	siptg000798l1	7
reference_vs_siscowet	rfNC0523141	siptg001469l1	7
reference_vs_siscowet	rfNC0523141	siptg001615l1	7
reference_vs_siscowet	rfNC0523141	siptg001774l1	7
reference_vs_siscowet	rfNC0523141	siptg002201l1	7
reference_vs_siscowet	rfNC0523141	siptg002550l1	7
reference_vs_siscowet	rfNC0523141	siptg002624l1	7
reference_vs_siscowet	rfNC0523151	siptg000367l1	7
reference_vs_siscowet	rfNC0523151	siptg002739l1	7
reference_vs_siscowet	rfNC0523151	siptg007514l1	7
reference_vs_siscowet	rfNC0523161	siptg012586l1	7
reference_vs_siscowet	rfNC0523171	siptg001182l1	7
reference_vs_siscowet	rfNC0523171	siptg002177l1	7
reference_vs_siscowet	rfNC0523171	siptg010027l1	7
reference_vs_siscowet	rfNC0523191	siptg000132l1	7
reference_vs_siscowet	rfNC0523191	siptg000652l1	7
reference_vs_siscowet	rfNC0523191	siptg000826l1	7
reference_vs_siscowet	rfNC0523191	siptg001204l1	7
reference_vs_siscowet	rfNC0523191	siptg003211l1	7
reference_vs_siscowet	rfNC0523191	siptg003383l1	7
reference_vs_siscowet	rfNC0523191	siptg010419l1	7
reference_vs_siscowet	rfNC0523201	siptg002442l1	7
reference_vs_siscowet	rfNC0523201	siptg008773l1	7
reference_vs_siscowet	rfNC0523211	siptg004698l1	7
reference_vs_siscowet	rfNC0523211	siptg006328l1	7
reference_vs_siscowet	rfNC0523221	siptg000627l1	7
reference_vs_siscowet	rfNC0523221	siptg002126l1	7
reference_vs_siscowet	rfNC0523221	siptg003598l1	7
reference_vs_siscowet	rfNC0523221	siptg004415l1	7
reference_vs_siscowet	rfNC0523221	siptg007215l1	7
reference_vs_siscowet	rfNC0523221	siptg011552l1	7
reference_vs_siscowet	rfNC0523231	siptg002014l1	7
reference_vs_siscowet	rfNC0523231	siptg003837l1	7
reference_vs_siscowet	rfNC0523231	siptg004857l1	7
reference_vs_siscowet	rfNC0523241	siptg003457l1	7
reference_vs_siscowet	rfNC0523241	siptg005872l1	7
reference_vs_siscowet	rfNC0523251	siptg000547l1	7
reference_vs_siscowet	rfNC0523251	siptg005533l1	7
reference_vs_siscowet	rfNC0523251	siptg011786l1	7
reference_vs_siscowet	rfNC0523261	siptg000371l1	7
reference_vs_siscowet	rfNC0523261	siptg001680l1	7
reference_vs_siscowet	rfNC0523271	siptg000187l1	7
reference_vs_siscowet	rfNC0523271	siptg002466l1	7
reference_vs_siscowet	rfNC0523271	siptg002682l1	7
reference_vs_siscowet	rfNC0523271	siptg003190l1	7
reference_vs_siscowet	rfNC0523271	siptg003619l1	7
reference_vs_siscowet	rfNC0523271	siptg005585l1	7
reference_vs_siscowet	rfNC0523271	siptg008085l1	7
reference_vs_siscowet	rfNC0523281	siptg000017l1	7
reference_vs_siscowet	rfNC0523281	siptg001074l1	7
reference_vs_siscowet	rfNC0523291	siptg000487l1	7
reference_vs_siscowet	rfNC0523291	siptg001082l1	7
reference_vs_siscowet	rfNC0523301	siptg000157l1	7
reference_vs_siscowet	rfNC0523301	siptg001516l1	7
reference_vs_siscowet	rfNC0523301	siptg002774l1	7
reference_vs_siscowet	rfNC0523301	siptg003283l1	7
reference_vs_siscowet	rfNC0523311	siptg000647l1	7
reference_vs_siscowet	rfNC0523311	siptg000889l1	7
reference_vs_siscowet	rfNC0523311	siptg002497l1	7
reference_vs_siscowet	rfNC0523321	siptg000396l1	7
reference_vs_siscowet	rfNC0523331	siptg000855l1	7
reference_vs_siscowet	rfNC0523331	siptg002219l1	7
reference_vs_siscowet	rfNC0523331	siptg002605l1	7
reference_vs_siscowet	rfNC0523331	siptg002612l1	7
reference_vs_siscowet	rfNC0523331	siptg004177l1	7
reference_vs_siscowet	rfNC0523331	siptg006154l1	7
reference_vs_siscowet	rfNC0523331	siptg007782l1	7
reference_vs_siscowet	rfNC0523331	siptg007890l1	7
reference_vs_siscowet	rfNC0523341	siptg002741l1	7
reference_vs_siscowet	rfNC0523341	siptg003504l1	7
reference_vs_siscowet	rfNC0523341	siptg004776l1	7
reference_vs_siscowet	rfNC0523341	siptg007657l1	7
reference_vs_siscowet	rfNC0523341	siptg014391l1	7
reference_vs_siscowet	rfNC0523341	siptg018792l1	7
reference_vs_siscowet	rfNC0523351	siptg001862l1	7
reference_vs_siscowet	rfNC0523351	siptg002276l1	7
reference_vs_siscowet	rfNC0523351	siptg003710l1	7
reference_vs_siscowet	rfNC0523361	siptg000766l1	7
reference_vs_siscowet	rfNC0523361	siptg000810l1	7
reference_vs_siscowet	rfNC0523361	siptg001913l1	7
reference_vs_siscowet	rfNC0523361	siptg009927l1	7
reference_vs_siscowet	rfNC0523381	siptg003717l1	7
reference_vs_siscowet	rfNC0523381	siptg006314l1	7
reference_vs_siscowet	rfNC0523381	siptg011380l1	7
reference_vs_siscowet	rfNC0523391	siptg000646l1	7
reference_vs_siscowet	rfNC0523391	siptg002604l1	7
reference_vs_siscowet	rfNC0523391	siptg002871l1	7
reference_vs_siscowet	rfNC0523391	siptg003305l1	7
reference_vs_siscowet	rfNC0523391	siptg004162l1	7
reference_vs_siscowet	rfNC0523391	siptg014905l1	7
reference_vs_siscowet	rfNC0523401	siptg000022l1	7
reference_vs_siscowet	rfNC0523401	siptg003767l1	7
reference_vs_siscowet	rfNC0523401	siptg004132l1	7
reference_vs_siscowet	rfNC0523401	siptg004449l1	7
reference_vs_siscowet	rfNC0523411	siptg002307l1	7
reference_vs_siscowet	rfNC0523411	siptg002760l1	7
reference_vs_siscowet	rfNC0523421	siptg000790l1	7
reference_vs_siscowet	rfNC0523421	siptg006927l1	7
reference_vs_siscowet	rfNC0523421	siptg009422l1	7
reference_vs_siscowet	rfNC0523421	siptg013979l1	7
reference_vs_siscowet	rfNC0523431	siptg001287l1	7
reference_vs_siscowet	rfNC0523431	siptg002140l1	7
reference_vs_siscowet	rfNC0523451	siptg000247l1	7
reference_vs_siscowet	rfNC0523451	siptg002243l1	7
reference_vs_siscowet	rfNC0523451	siptg007613l1	7
reference_vs_siscowet	rfNC0523461	siptg004586l1	7
reference_vs_siscowet	rfNC0523461	siptg007650l1	7
reference_vs_siscowet	rfNC0523471	siptg003867l1	7
reference_vs_siscowet	rfNC0523481	siptg000232l1	7
reference_vs_siscowet	rfNC0523481	siptg000497l1	7
reference_vs_siscowet	rfNC0523481	siptg001711l1	7
reference_vs_siscowet	rfNC0523481	siptg003332l1	7
reference_vs_siscowet	rfNC0523481	siptg007619l1	7
reference_vs_siscowet	rfNW0240577961	siptg001127l1	7
reference_vs_siscowet	rfNW0240579421	siptg005273l1	7
reference_vs_siscowet	rfNW0240580421	siptg006493l1	7
reference_vs_siscowet	rfNW0240582961	siptg004052l1	7
reference_vs_siscowet	rfNW0240584411	siptg002393l1	7
reference_vs_siscowet	rfNW0240586611	siptg001298l1	7
reference_vs_siscowet	rfNW0240590421	siptg006286l1	7
reference_vs_siscowet	rfNW0240591531	siptg006753l1	7
reference_vs_siscowet	rfNW0240598961	siptg000617l1	7
reference_vs_siscowet	rfNW0240606741	siptg000852l1	7
reference_vs_siscowet	rfNW0240611111	siptg002208l1	7
reference_vs_siscowet	rfNW0240611201	siptg004731l1	7
reference_vs_siscowet	rfNW0240612551	siptg001942l1	7
reference_vs_siscowet	rfNW0240612811	siptg005975l1	7
reference_vs_siscowet	rfNW0240613091	siptg005547l1	7
reference_vs_siscowet	rfNW0240613751	siptg008851l1	7
reference_vs_siscowet	rfNW0240615971	siptg000494l1	7
reference_vs_siscowet	rfNW0240616861	siptg001108l1	7
reference_vs_siscowet	rfNC0523071	siptg000725l1	6
reference_vs_siscowet	rfNC0523071	siptg003273l1	6
reference_vs_siscowet	rfNC0523071	siptg003642l1	6
reference_vs_siscowet	rfNC0523081	siptg000298l1	6
reference_vs_siscowet	rfNC0523081	siptg009684l1	6
reference_vs_siscowet	rfNC0523091	siptg000167l1	6
reference_vs_siscowet	rfNC0523091	siptg000563l1	6
reference_vs_siscowet	rfNC0523091	siptg004210l1	6
reference_vs_siscowet	rfNC0523091	siptg005353l1	6
reference_vs_siscowet	rfNC0523101	siptg003919l1	6
reference_vs_siscowet	rfNC0523101	siptg007556l1	6
reference_vs_siscowet	rfNC0523101	siptg008396l1	6
reference_vs_siscowet	rfNC0523111	siptg000394l1	6
reference_vs_siscowet	rfNC0523111	siptg001066l1	6
reference_vs_siscowet	rfNC0523111	siptg001256l1	6
reference_vs_siscowet	rfNC0523111	siptg002441l1	6
reference_vs_siscowet	rfNC0523111	siptg003259l1	6
reference_vs_siscowet	rfNC0523111	siptg004898l1	6
reference_vs_siscowet	rfNC0523111	siptg006219l1	6
reference_vs_siscowet	rfNC0523121	siptg000102l1	6
reference_vs_siscowet	rfNC0523121	siptg000280l1	6
reference_vs_siscowet	rfNC0523121	siptg002153l1	6
reference_vs_siscowet	rfNC0523121	siptg002481l1	6
reference_vs_siscowet	rfNC0523121	siptg002701l1	6
reference_vs_siscowet	rfNC0523131	siptg000051l1	6
reference_vs_siscowet	rfNC0523131	siptg000677l1	6
reference_vs_siscowet	rfNC0523131	siptg001342l1	6
reference_vs_siscowet	rfNC0523131	siptg002820l1	6
reference_vs_siscowet	rfNC0523141	siptg000303l1	6
reference_vs_siscowet	rfNC0523141	siptg000318l1	6
reference_vs_siscowet	rfNC0523141	siptg000778l1	6
reference_vs_siscowet	rfNC0523141	siptg001383l1	6
reference_vs_siscowet	rfNC0523141	siptg002443l1	6
reference_vs_siscowet	rfNC0523141	siptg008799l1	6
reference_vs_siscowet	rfNC0523151	siptg001408l1	6
reference_vs_siscowet	rfNC0523161	siptg000160l1	6
reference_vs_siscowet	rfNC0523161	siptg001196l1	6
reference_vs_siscowet	rfNC0523161	siptg012900l1	6
reference_vs_siscowet	rfNC0523171	siptg000270l1	6
reference_vs_siscowet	rfNC0523171	siptg001554l1	6
reference_vs_siscowet	rfNC0523171	siptg002850l1	6
reference_vs_siscowet	rfNC0523191	siptg001336l1	6
reference_vs_siscowet	rfNC0523201	siptg002973l1	6
reference_vs_siscowet	rfNC0523201	siptg005046l1	6
reference_vs_siscowet	rfNC0523201	siptg005930l1	6
reference_vs_siscowet	rfNC0523201	siptg008362l1	6
reference_vs_siscowet	rfNC0523211	siptg002498l1	6
reference_vs_siscowet	rfNC0523211	siptg007985l1	6
reference_vs_siscowet	rfNC0523221	siptg000925l1	6
reference_vs_siscowet	rfNC0523221	siptg002251l1	6
reference_vs_siscowet	rfNC0523221	siptg004551l1	6
reference_vs_siscowet	rfNC0523221	siptg011692l1	6
reference_vs_siscowet	rfNC0523231	siptg000294l1	6
reference_vs_siscowet	rfNC0523231	siptg000527l1	6
reference_vs_siscowet	rfNC0523231	siptg013398l1	6
reference_vs_siscowet	rfNC0523241	siptg000573l1	6
reference_vs_siscowet	rfNC0523241	siptg003842l1	6
reference_vs_siscowet	rfNC0523241	siptg004408l1	6
reference_vs_siscowet	rfNC0523251	siptg004051l1	6
reference_vs_siscowet	rfNC0523251	siptg004845l1	6
reference_vs_siscowet	rfNC0523261	siptg001149l1	6
reference_vs_siscowet	rfNC0523261	siptg002530l1	6
reference_vs_siscowet	rfNC0523271	siptg000911l1	6
reference_vs_siscowet	rfNC0523301	siptg001183l1	6
reference_vs_siscowet	rfNC0523301	siptg003027l1	6
reference_vs_siscowet	rfNC0523311	siptg001731l1	6
reference_vs_siscowet	rfNC0523311	siptg002511l1	6
reference_vs_siscowet	rfNC0523311	siptg008697l1	6
reference_vs_siscowet	rfNC0523321	siptg000989l1	6
reference_vs_siscowet	rfNC0523331	siptg000046l1	6
reference_vs_siscowet	rfNC0523331	siptg000869l1	6
reference_vs_siscowet	rfNC0523341	siptg003507l1	6
reference_vs_siscowet	rfNC0523341	siptg005291l1	6
reference_vs_siscowet	rfNC0523341	siptg007701l1	6
reference_vs_siscowet	rfNC0523341	siptg010088l1	6
reference_vs_siscowet	rfNC0523351	siptg001623l1	6
reference_vs_siscowet	rfNC0523351	siptg001995l1	6
reference_vs_siscowet	rfNC0523351	siptg004160l1	6
reference_vs_siscowet	rfNC0523361	siptg002778l1	6
reference_vs_siscowet	rfNC0523361	siptg005600l1	6
reference_vs_siscowet	rfNC0523371	siptg001135l1	6
reference_vs_siscowet	rfNC0523371	siptg002098l1	6
reference_vs_siscowet	rfNC0523391	siptg002537l1	6
reference_vs_siscowet	rfNC0523391	siptg005321l1	6
reference_vs_siscowet	rfNC0523411	siptg003083l1	6
reference_vs_siscowet	rfNC0523411	siptg004343l1	6
reference_vs_siscowet	rfNC0523421	siptg002734l1	6
reference_vs_siscowet	rfNC0523431	siptg002174l1	6
reference_vs_siscowet	rfNC0523431	siptg011239l1	6
reference_vs_siscowet	rfNC0523441	siptg000149l1	6
reference_vs_siscowet	rfNC0523441	siptg002320l1	6
reference_vs_siscowet	rfNC0523441	siptg003278l1	6
reference_vs_siscowet	rfNC0523451	siptg001632l1	6
reference_vs_siscowet	rfNC0523451	siptg003299l1	6
reference_vs_siscowet	rfNC0523451	siptg005498l1	6
reference_vs_siscowet	rfNC0523451	siptg008031l1	6
reference_vs_siscowet	rfNC0523461	siptg002263l1	6
reference_vs_siscowet	rfNC0523461	siptg003585l1	6
reference_vs_siscowet	rfNC0523461	siptg003727l1	6
reference_vs_siscowet	rfNC0523481	siptg001839l1	6
reference_vs_siscowet	rfNC0523481	siptg017723l1	6
reference_vs_siscowet	rfNW0240578051	siptg009424l1	6
reference_vs_siscowet	rfNW0240578971	siptg009094l1	6
reference_vs_siscowet	rfNW0240582081	siptg013297l1	6
reference_vs_siscowet	rfNW0240585861	siptg006935l1	6
reference_vs_siscowet	rfNW0240588971	siptg000075l1	6
reference_vs_siscowet	rfNW0240592861	siptg003855l1	6
reference_vs_siscowet	rfNW0240596741	siptg006254l1	6
reference_vs_siscowet	rfNW0240597411	siptg005107l1	6
reference_vs_siscowet	rfNW0240609301	siptg000174l1	6
reference_vs_siscowet	rfNW0240611811	siptg008436l1	6
reference_vs_siscowet	rfNW0240612761	siptg006254l1	6
reference_vs_siscowet	rfNW0240613411	siptg006229l1	6
reference_vs_siscowet	rfNW0240613421	siptg004935l1	6
reference_vs_siscowet	rfNW0240613631	siptg000272l1	6
reference_vs_siscowet	rfNW0240613631	siptg004343l1	6
reference_vs_siscowet	rfNW0240614311	siptg002543l1	6
reference_vs_siscowet	rfNW0240614481	siptg010037l1	6
reference_vs_siscowet	rfNW0240614581	siptg000645l1	6
reference_vs_siscowet	rfNW0240615521	siptg000873l1	6
reference_vs_siscowet	rfNW0240616411	siptg007504l1	6
reference_vs_siscowet	rfNC0523091	siptg002147l1	5
reference_vs_siscowet	rfNC0523091	siptg002437l1	5
reference_vs_siscowet	rfNC0523111	siptg006484l1	5
reference_vs_siscowet	rfNC0523191	siptg001513l1	5
reference_vs_siscowet	rfNC0523201	siptg010245l1	5
reference_vs_siscowet	rfNC0523251	siptg002189l1	5
