gene_id	symbol	product	biotype	lean_del_n	lean_del_bp	sisco_del_n	sisco_del_bp	lean_ins_n	sisco_ins_n	ecotype_skew_note
gene-LOC120038943	LOC120038943	lysyl oxidase homolog 3B-like	protein_coding	7	3259	13	3342	10	25	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038945	LOC120038945	osteoclast stimulatory transmembrane protein-like	protein_coding	8	1654	2	299	11	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038952	LOC120038952	cadherin-17-like	protein_coding	1	136	3	243	7	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038953	LOC120038953	M-phase inducer phosphatase 2-like	protein_coding	1	51	4	499	8	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038954	LOC120038954	protein spire homolog 1-like	protein_coding	4	488	1	77	3	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038955	LOC120038955	PH-interacting protein-like	protein_coding	7	1586	9	2707	17	17	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038979	LOC120038979	low-density lipoprotein receptor-related protein 6-like	protein_coding	3	714	2	202	4	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038980	LOC120038980	MANSC domain-containing protein 1-like	protein_coding	8	1397	3	1152	66	79	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038981	LOC120038981	netrin-1-like	protein_coding	0	0	1	1400	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038983	LOC120038983	ventricular zone-expressed PH domain-containing protein-like	protein_coding	8	1383	7	1209	7	16	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038984	LOC120038984	extended synaptotagmin-2-B-like	protein_coding	0	0	2	1227	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038985	LOC120038985	receptor-type tyrosine-protein phosphatase N2-like	protein_coding	1	205	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038986	LOC120038986	vasoactive intestinal polypeptide receptor 2-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038987	LOC120038987	extensin-like	protein_coding	0	0	0	0	6	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038989	LOC120038989	troponin I, fast skeletal muscle-like	protein_coding	0	0	1	70	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038990	LOC120038990	troponin I, fast skeletal muscle-like	protein_coding	1	55	0	0	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038991	LOC120038991	uncharacterized LOC120038991	lncRNA	3	1222	1	1929	1	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038992	LOC120038992	synaptotagmin-7-like	protein_coding	4	292	8	1345	19	44	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038994	LOC120038994		pseudogene	2	115	1	68	1	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038995	LOC120038995	ubiquitin carboxyl-terminal hydrolase 43-like	protein_coding	2	1385	1	98	3	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038996	LOC120038996	ligand-dependent corepressor-like	protein_coding	9	969	3	1178	42	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038997	LOC120038997	slit homolog 1 protein-like	protein_coding	1	68	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120038999	LOC120038999	inactive heparanase-2-like	protein_coding	3	597	6	444	8	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039001	LOC120039001	elongation of very long chain fatty acids protein 4-like	protein_coding	3	214	4	321	7	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039002	LOC120039002	neuromedin-K receptor-like	protein_coding	5	595	5	339	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039003	LOC120039003	probable phospholipid-transporting ATPase IM	protein_coding	1	59	0	0	4	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039004	LOC120039004	putative uncharacterized protein DDB_G0286901	protein_coding	3	253	7	1222	2	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039005	LOC120039005	sodium/hydrogen exchanger 9B2-like	protein_coding	5	549	4	683	11	21	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039011	LOC120039011	clathrin heavy chain 1-like	protein_coding	1	83	0	0	4	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039012	LOC120039012	growth factor receptor-bound protein 2-like	protein_coding	0	0	1	54	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039017	LOC120039017	tissue-type plasminogen activator-like	protein_coding	1	54	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039018	LOC120039018	B-cell linker protein-like	protein_coding	1	60	2	311	5	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039019	LOC120039019	ubiquitin recognition factor in ER-associated degradation protein 1-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039021	LOC120039021	voltage-dependent anion-selective channel protein 2-like	protein_coding	1	141	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039022	LOC120039022	pecanex-like protein 1	protein_coding	18	2374	20	5073	23	53	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039023	LOC120039023	nucleosome-remodeling factor subunit BPTF-like	protein_coding	0	0	1	360	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039024	LOC120039024		pseudogene	3	177	5	1374	0	13	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039027	LOC120039027	18S ribosomal RNA	rRNA	1	73	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039029	LOC120039029	methionine synthase-like	protein_coding	13	3604	10	4831	37	15	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039030	LOC120039030	alpha-actinin-2	protein_coding	12	3840	8	2097	30	14	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039031	LOC120039031	5S ribosomal RNA	rRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039033	LOC120039033	E3 ubiquitin-protein ligase SMURF2-like	protein_coding	1	155	1	155	2	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039034	LOC120039034	U1 spliceosomal RNA	snRNA	0	0	1	18	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039035	LOC120039035	U1 spliceosomal RNA	snRNA	2	57	1	164	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039036	LOC120039036	U1 spliceosomal RNA	snRNA	1	106	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039037	LOC120039037	U1 spliceosomal RNA	snRNA	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039038	LOC120039038	U1 spliceosomal RNA	snRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039040	LOC120039040	5S ribosomal RNA	rRNA	1	118	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039041	LOC120039041	U1 spliceosomal RNA	snRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039042	LOC120039042	U1 spliceosomal RNA	snRNA	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039044	LOC120039044	5S ribosomal RNA	rRNA	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039047	LOC120039047	glycine-rich cell wall structural protein 1.0-like	protein_coding	0	0	0	0	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039050	LOC120039050	ras-related protein Rab-8B	protein_coding	1	52	1	107	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039051	LOC120039051	dedicator of cytokinesis protein 1-like	protein_coding	17	3632	16	5856	43	59	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039052	LOC120039052	protocadherin-20-like	protein_coding	4	588	2	168	9	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039053	LOC120039053	solute carrier organic anion transporter family member 2A1-like	protein_coding	9	1667	12	2250	9	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039058	LOC120039058	interleukin-12 subunit beta-like	protein_coding	3	390	2	194	4	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039059	LOC120039059	uncharacterized LOC120039059	lncRNA	1	152	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039061	LOC120039061	SH3 domain and tetratricopeptide repeat-containing protein 2-like	protein_coding	17	4662	29	5473	43	103	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039063	LOC120039063	actin-binding LIM protein 3-like	protein_coding	25	7607	18	13100	29	32	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039064	LOC120039064	extensin-2-like	protein_coding	1	54	4	1271	1	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039065	LOC120039065	NEDD4-binding protein 3-A-like	protein_coding	5	1580	7	1589	4	13	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039066	LOC120039066	junctophilin-1-like	protein_coding	9	1874	14	2911	11	37	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039069	LOC120039069	junctophilin-1-like	protein_coding	2	209	0	0	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039072	LOC120039072	vacuolar protein sorting-associated protein 13B-like	protein_coding	6	1660	9	1916	6	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039073	LOC120039073	UPF0462 protein C4orf33 homolog	protein_coding	1	50	2	130	13	14	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039074	LOC120039074	sodium channel and clathrin linker 1-like	protein_coding	1	95	7	954	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039075	LOC120039075	uncharacterized LOC120039075	lncRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039077	LOC120039077	vegetative cell wall protein gp1-like	protein_coding	22	12516	13	2618	37	71	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039078	LOC120039078	proline-rich extensin-like protein EPR1	protein_coding	0	0	1	69	0	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039079	LOC120039079	putative GPI-anchored protein pfl2	protein_coding	5	684	1	589	17	32	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039080	LOC120039080	uncharacterized LOC120039080	lncRNA	0	0	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039081	LOC120039081	aerolysin-like protein	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039083	LOC120039083		pseudogene	1	168	1	60	8	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039084	LOC120039084	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like	protein_coding	3	489	7	1017	9	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039085	LOC120039085	high mobility group protein B2-like	protein_coding	12	1725	5	560	3	13	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039086	LOC120039086	extensin-2-like	protein_coding	2	477	0	0	2	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039090	LOC120039090	18S ribosomal RNA	rRNA	1	203	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039092	LOC120039092		pseudogene	3	3029	0	0	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039094	LOC120039094	stimulated by retinoic acid gene 8 protein homolog	protein_coding	6	3505	16	3035	113	175	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039096	LOC120039096	aldehyde dehydrogenase family 3 member A2-like	protein_coding	9	3501	5	1169	15	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039098	LOC120039098	syntaxin-1A-like	protein_coding	16	2319	15	2968	19	33	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039100	LOC120039100	aldehyde dehydrogenase family 3 member A2-like	protein_coding	2	118	3	400	0	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039101	LOC120039101	ORC ubiquitin ligase 1-like	protein_coding	1	144	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039102	LOC120039102	uncharacterized LOC120039102	lncRNA	8	2504	9	1837	10	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039104	LOC120039104	transmembrane protein 144-like	protein_coding	4	429	7	1210	25	21	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039108	LOC120039108	18S ribosomal RNA	rRNA	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039114	LOC120039114	ligand-dependent nuclear receptor corepressor-like protein	protein_coding	6	1411	10	1517	19	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039120	LOC120039120	cyclin-Y-like protein 1	protein_coding	0	0	0	0	5	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039123	LOC120039123	Krueppel-like factor 7	protein_coding	16	3911	22	5825	153	247	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039124	LOC120039124	talin-1-like	protein_coding	10	3354	5	559	10	20	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120039126	LOC120039126	TBC1 domain family member 30-like	protein_coding	7	3901	10	1087	17	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
